Valeurs,Unite_temps,Titre,Ordonnees,Indicateur,SourceGraphique,Sous_indicateur,Nomenclature,Declinaison,Statistique,Zone_geographique,longitude,latitude,Unite_de_compte
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,36-Inner,0.1937375514877479,47.23169625,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,37-Indre-et-Loire,0.6796566821692535,47.36630985,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,38-Isere,5.672171563886828,45.2348486,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,39-Jura,6.228599596091794,46.19573865,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,40-Landes,0.0576943,43.9896575,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,41-Loir-et-Cher,1.657261,47.652746,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,42-Loire,0.162643,45.645921,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,43-Haute-Loire,3.6939736,44.8380472,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,44-Loire-Atlantique,-1.3654938,47.2673196,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,45-Loiret,1.7845931840845934,47.8699165,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,46-Lot,1.7844178,50.8851739,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,47-Lot-et-Garonne,0.9806158,44.4325209,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,48-Lozere,2.2365314,48.7072527,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,49-Maine-et-Loire,-0.5421630853658539,47.453155,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,50-Manche,-0.4066415121951329,49.3338765,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,51-Marne,3.9941791,49.2586063,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,52-Haute-Marne,5.252910789751933,48.1329414,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,53-Mayenne,2.459475,48.804849,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,54-Meurthe-et-Moselle,5.9089103786214014,48.91712185,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,55-Meuse,2.5714844,48.8799103,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,56-Morbihan,-3.3593035,47.749296,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,57-Moselle,6.9927492,48.6129103,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,58-Nièvre,3.1638406,46.9898657,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,59-Nord,3.5107282130021114,50.361292,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,60-Oise,1.3273325,43.5848561,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,61-Orne,0.0448794208800975,48.575888000000006,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,62-Pas-de-Calais,2.716797140544105,50.4435265,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,63-Puy-de-Dome,3.1189333999999995,45.875876649999995,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,64-Pyrenees-Atlantiques,-1.779539,43.3686332,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,65-Hautes-Pyrenees,0.0474919,43.2523371,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,66-Pyrenees-Orientales,2.0699602,42.5094473,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,67-Bas-Rhin,7.468428518534385,48.46566955,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,68-Haut-Rhin,7.3219291,47.7699452,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,69-Rhône,4.8568756,45.7358369,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,70-Haute-Saone,5.7783285,47.2901769,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,71-Saone-et-Loire,4.5443539,46.3841042,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,72-Sarthe,0.1712127,47.955698,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,73-Savoie,5.6850186,45.5318065,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,74-Haute-Savoie,6.9195706,46.0186749,Infractions
4,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,75-Paris,2.3483915,48.8534951,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,76-Seine-Maritime,0.1132064753280592,49.4983134,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,77-Seine-et-Marne,2.8021498,48.3624027,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,78-Yvelines,1.887137562126436,48.76203735,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,79-Deux-Sèvres,-0.2994784934197841,46.53914,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,80-Somme,2.5817169,49.8985865,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,81-Tarn,2.5371655,43.4601829,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,82-Tarn-et-Garonne,0.9976884,44.0634514,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,83-Was,3.1180406,45.8089367,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,84-Vaucluse,4.9025717,43.9510752,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,85-Vendee,-1.351216,47.235822,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,86-Vienna,4.87477,45.52524,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,87-Haute-Vienne,1.203176771876291,45.91901925,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,88-Vosges,7.004063903009973,48.262863,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,89-Yonne,3.645043925723877,47.85512575,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,90-Territory of Belfort,7.0054643,47.6549584,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,91-Essonne,2.239291805668168,48.53034015,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,92-Hauts-de-Seine,2.1986299985796083,48.840185899999994,Infractions
2,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,93-Seine-Saint-Denis,2.4287096,48.8809128,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,94-Val-de-Marne,2.4543321444588204,48.77448935,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,95-Val-d'Oise,2.1337803709677416,49.060828,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,971-Guadeloupe,-61.5686855,16.2528827,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,972-Martinique,0.4724691,43.6168762,Infractions
1,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,973-Guyana,-52.999998,4.0039882,Infractions
0,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,974-Reunion,0.1144666,44.2972241,Infractions
2,2023,Violent unarmed robberies recorded by security services,Number of offences per 1000 inhabitants,Thefts and attempted robberies with violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Violent robberies without weapons,Not specified,Not specified,Rate per 1000 inhabitants,976-Mayotte,-1.1467492,44.43641,Infractions
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,01-Ain,5.3538775,46.2337295,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,02-Aisne,3.606899003594057,49.45328545,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,03-Allier,0.1159236,43.1776843,Victims
6,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,04-Alpes-de-Haute-Provence,6.6452617,44.3891188,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,05-Hautes-Alpes,6.352024584507948,44.6564666,Victims
13,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,06-Alpes-Maritimes,7.1790785,43.9210587,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,07-Ardèche,4.3986524702343965,44.815194000000005,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,08-Ardennes,4.671600518245179,49.69801175,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,09-Ariège,1.4065544156065486,42.9455368,Victims
6,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,10-Dawn,4.0704785,48.2861562,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,11-Hear,2.3640984,43.2094087,Victims
3,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,12-Aveyron,2.6279228235294134,44.40613,Victims
12,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,13-Bouches-du-Rhône,5.4335203113166095,43.3198745,Victims
6,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,14-Calvados,-0.3755677,49.1820603,Victims
3,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,15-Cantal,2.9300207,45.0559329,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,16-Charente,-1.6154149,47.2133761,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,17-Charente-Maritime,-0.5206234,45.8914462,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,18-Cher,1.8722058,46.1934214,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,19-Correze,1.6877909,45.1789514,Victims
6,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,21-Côte-d'Or,-1.5678717,47.2454619,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,22-Côtes-d'Armor,-2.064467,48.436177,Victims
3,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,23-Creuse,2.5526137,46.1762937,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,24-Dordogne,1.2121488,44.8757427,Victims
5,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,25-Doubs,5.9833127,47.2524465,Victims
7,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,26-Drome,1.3321894,43.5989554,Victims
4,2023,Non-violent robberies recorded by security services,Number of victims per 1000 inhabitants,Thefts and attempted thefts without violence,"SSMSI, municipal statistical database of delinquency recorded by the police and gendarmerie; Insee, population census",Not specified,Not specified,Not specified,Rate per 1000 inhabitants,27-Eure,0.9035184,49.1490998,Victims
